10,0.104679028193,52.0
20,0.049821694692,26.0
30,0.0323263009389,18.0
40,0.0234893957774,14.0
50,0.0235260327657,12.0
60,0.0193000634511,10.0
70,0.0164816379547,8.0
80,0.0153555870056,8.0
90,0.0175457000732,6.0
100,0.0170660813649,6.0
110,0.0143520037333,6.0
120,0.0143960316976,6.0
130,0.010373989741,4.0
140,0.0118519465129,4.0
150,0.0113082726796,4.0
160,0.0130616823832,4.0
170,0.0123370488485,4.0
180,0.0130759080251,4.0
190,0.0137403806051,4.0
200,0.0100692907969,4.0
210,0.0106279850006,4.0
220,0.0102415879567,4.0
230,0.0120759805044,4.0
240,0.0135989983877,4.0
250,0.0108332633972,4.0
260,0.00822504361471,2.0
270,0.00917704900106,2.0
280,0.00816067059835,2.0
290,0.00970633824666,2.0
300,0.00943803787231,2.0
310,0.00861167907715,2.0
320,0.0102324485779,2.0
330,0.00934370358785,2.0
340,0.0086567401886,2.0
350,0.0091860294342,2.0
360,0.00912698109945,2.0
370,0.00853665669759,2.0
380,0.00850868225098,2.0
390,0.00927066802979,2.0
400,0.00756160418193,2.0
