10,3.0643966198,645.333333333
20,2.03070402145,423.333333333
30,1.61294937134,259.333333333
40,0.870859702428,180.666666667
50,1.15428670247,157.666666667
60,1.07562772433,118.333333333
70,0.780505975087,99.3333333333
80,1.24526365598,101.333333333
90,1.09677664439,73.0
100,1.24089392026,77.6666666667
110,1.2331802845,71.0
120,1.06161610285,64.6666666667
130,1.7047466437,84.6666666667
140,2.0881840388,65.3333333333
150,1.09181102117,47.6666666667
160,1.92015926043,66.3333333333
170,1.74702239037,61.3333333333
180,1.74122858047,59.0
190,1.87813631694,56.3333333333
200,1.09118501345,35.3333333333
210,1.89442062378,47.6666666667
220,1.89868863424,53.6666666667
230,1.72207760811,39.6666666667
240,2.3957614104,54.6666666667
250,2.73925423622,54.3333333333
260,1.39527066549,29.6666666667
270,3.24314975739,50.6666666667
280,2.87632807096,65.0
290,2.24312655131,41.0
300,2.3934703668,41.0
310,3.05747763316,49.3333333333
320,2.06972297033,39.6666666667
330,2.55855909983,45.6666666667
340,2.22506101926,37.0
350,3.05941859881,44.6666666667
360,2.56654127439,38.6666666667
370,2.24316239357,33.6666666667
380,1.91053493818,32.3333333333
390,2.71303280195,44.3333333333
400,2.56065758069,42.3333333333
