1,0.0275155703227,12.0
6,0.0203700065613,12.0
11,0.022027015686,12.0
16,0.0225733121236,12.0
21,0.0220259825389,12.0
26,0.0225356419881,12.0
31,0.0230416456858,12.0
36,0.0311570167542,12.0
41,0.0226983229319,12.0
46,0.0218766530355,12.0
51,0.0219723383586,12.0
56,0.0207126140594,12.0
61,0.0221739610036,12.0
66,0.0217533111572,12.0
71,0.0213249524434,12.0
76,0.0215010643005,12.0
81,0.0226609706879,12.0
86,0.021635055542,12.0
91,0.0221906503042,12.0
96,0.0215992132823,12.0
101,0.0216176509857,12.0
